"lat","long","Freq"
6.2735596,51.665657,1
101.5759238,3.320482,1
-2.5423293,43.1295589,2
4.6524203,51.5740628,1
5.2220173,60.29183,1
-73.497794,40.783216,1
121.774017,12.879721,24
6.0887682,50.7780476,1
-87.6432109,41.941927,1
7.0950367,50.7419457,1
7.0716236,50.6625196,1
7.3257354,50.8241685,1
5.1241824,60.3571013,1
7.1875786,50.7694775,1
7.40105,49.21719,1
-77.1294332,38.8311576,1
7.7706271,51.2573883,1
7.7529751,51.7129879,1
7.3780742,51.7085408,1
8.7132312,50.124527,1
11.7315712,47.3344649,1
-113.6324158,53.5186941,1
-122.6381401,45.5277975,1
9.1665422,49.9781948,1
-74.0102515,40.7118796,1
8.2400017,50.0760976,1
8.4241522,50.0269987,1
8.5288048,50.1541966,1
-82.6340441,37.5369141,1
-61.4064237,10.6400274,1
7.7835217,48.6019858,1
8.4352179,49.3272223,1
-79.3873608,43.8098434,1
101.7865654,3.219355,1
8.6935081,49.3693394,1
105.8573531,21.0223034,1
8.8375275,48.5558483,1
-75.260868,39.942868,1
-97.4327273,33.9012031,1
9.2287089,49.1922581,1
2.4265406,48.8293647,1
2.3867083,48.8906136,1
8.4095757,49.0487963,1
8.336479,49.0388727,1
-97.7313725,30.3544783,1
8.4895078,48.2465967,1
15.4984269,47.1281515,1
8.4970328,47.4044591,1
-74.249211,40.642462,1
6.9178725,52.3187988,1
3.2689639,51.2123935,1
9.1778255,47.579162,1
10.8950444,48.371906,1
3.4231317,50.8869521,1
-71.0754365,42.3113635,1
11.082914,49.2990931,1
9.4211878,47.5172117,1
-74.7622616,40.2331305,1
10.9244,49.8791421,1
10.2332027,50.0565964,1
10.3146872,50.9795715,10
9.4151589,55.040852,1
6.0838868,50.7753455,115
6.5906953,49.7894178,2
9.921747,57.0488195,14
9.8562974,56.9730938,3
9.9355908,57.0063037,1
9.8865386,57.0102181,1
10.0971163,48.8366887,2
6.149482,62.4722284,1
3.448371,51.087349,1
-60.978893,13.909444,1
8.0457015,47.390434,4
10.202726,56.1460465,2
10.203921,56.162939,16
10.1660237,56.1998772,10
-91.8318334,35.20105,2
5.6364183,51.5096192,1
-77.4533235,40.8997903,1
4.8365218,50.9859959,1
10.4789498,55.3065946,1
48.2934004,30.347296,1
-99.9018131,31.9685988,2
-2.6288523,43.1155468,1
11.7882998,45.3587173,1
-92.1342921,29.9746502,1
0.121262,51.494107,1
8.9165553,45.3990523,5
-122.328026,49.054587,37
144.9961625,-37.8002232,1
-90.315969,44.946356,2
-0.4183259,51.707275,1
73.2214982,34.1687502,1
-76.9847013,39.8864869,1
-97.0733361,31.8848809,1
-147.7541376,64.866233,1
10.6991864,47.5681635,1
11.8507867,48.8177181,3
3.2980227,7.1190979,1
3.3590446,7.1453088,1
-3.4420328,51.7145446,1
-3.451816,51.716154,4
-123.8157218,46.9753708,9
-2.1823124,57.2177758,2
-2.094278,57.149717,71
-2.0899493,57.147523,4
-76.1641197,39.5095556,1
-2.127598,57.077385,1
-74.2221155,40.4170948,4
-79.4294789,35.131547,3
-83.7610323,38.6556296,1
-2.3815684,57.2868723,2
-98.4864829,45.4646985,1
-2.0914471,57.1474259,1
-121.3312269,38.6983307,1
-3.866969,56.621752,1
138.5919324,-35.076482,1
-3.019423,51.825366,4
-3.135369,51.732161,2
-3.268331,51.595824,1
-4.08292,52.415303,12
-4.0082563,5.3599517,2
-3.987165,5.3784876,1
-3.9878724,5.3965626,1
-99.7331439,32.4487364,21
-97.2139094,38.9172216,3
-1.2879529,51.67078,6
-76.2772223,39.4622357,7
-81.9773482,36.7098335,6
-70.9453218,42.1048228,6
-75.1253492,40.1198332,27
-106.3186397,36.207241,1
-90.0375755,30.4785257,3
118.4396756,9.5621138,1
-2.780312,57.076668,2
-106.6129085,35.0433333,6
-88.0598546,44.7795611,2
-8.1986484,39.4621054,2
-8.3581344,39.4904437,1
1.9017802,41.5175266,1
11.5121833,47.2970596,1
54.6972774,24.2991738,11
54.3796542,24.4983881,1
76.2457245,9.9642799,1
44.0817686,33.297611,1
48.1250245,29.1271757,1
7.398574,9.0764785,4
150.912715,-33.7343854,1
-121.2785588,38.1746398,2
-56.675817,-36.719104,1
-99.8236533,16.8531086,2
-58.4992702,-34.4773612,1
-77.0283092,38.6676168,2
-0.2455769,5.5958146,2
-0.1869644,5.6037168,24
-0.1897831,5.6503241,1
-0.197175,5.5862879,1
-0.25731,5.5459231,2
-2.37218,53.753609,3
2.0700219,48.960796,1
9.0510401,53.0092,1
-149.9002778,61.2180556,126
15.166736,37.607802,1
-89.1728434,33.3101243,1
-1.259985,54.54937,1
-2.12882,52.586973,1
1.550643,52.638278,1
-122.2051584,48.7170574,1
-8.4115401,43.3623436,2
8.4670285,44.6763846,4
149.0123679,-35.4734679,21
-118.1967418,34.469994,2
-71.43284,42.4850931,9
-80.041322,43.6339088,2
-84.6768796,34.0659329,24
139.8044788,35.7756644,1
1.2915112,6.1697039,1
24.4447587,36.7252955,1
-85.495471,42.9607266,4
148.7739683,-35.9966502,1
-96.5153463,47.299689,1
-95.317465,40.050295,1
-73.1174344,42.6242251,3
-76.0240892,43.8092321,1
-77.4753602,39.3115396,1
151.7253137,-32.9369086,1
-88.3905965,35.2359146,1
35.3308285,36.9914194,1
35.3468159,36.973721,1
-83.8227148,40.7694969,1
-96.6783449,34.774531,2
38.7577605,8.9806034,3
38.7420548,9.0680916,1
38.7252246,9.0036905,1
-87.9889556,41.931696,2
-77.2335879,42.1028514,2
-96.8291685,32.96179,3
-0.488641,51.369813,1
138.5999594,-34.9286212,343
-16.7338211,28.1220604,1
138.5999429,-34.9285894,1
146.2809149,-20.0623004,1
136.2091547,-30.0002315,1
138.6349011,-34.7874421,3
-117.409215,34.5827699,5
-83.4234936,31.1371358,1
-94.017453,41.6144325,1
-87.9520364,43.6191632,1
10.8936134,49.7108474,1
9.3932061,49.4042862,1
8.8004529,46.331734,1
8.5270459,47.3124347,1
4.8265896,52.4472316,1
-106.4508639,52.9399159,1
9.3501336,48.6616037,4
-84.0371659,41.8975471,12
-95.9327969,43.6349663,1
-94.3516159,38.397518,1
-89.9106494,37.1044958,1
-80.4096909,35.9412419,4
153.2898941,-28.0468452,1
38.8937176,14.1636465,1
-1.1743197,52.3555177,15
4.5965109,52.3645889,1
-8.4909406,42.6898968,2
10.7720528,45.552506,1
-85.6023643,44.3148443,5
-90.3331719,38.5506084,4
-115.2713329,36.15314,1
-75.5265715,42.228136,1
-78.8395137,38.0323988,1
-9.5981072,30.4277547,1
-9.4130559,30.325,1
8.23842,47.60954,1
-121.7658827,49.2389409,1
-72.6148117,42.0695391,3
9.521966,44.9476229,1
3.3237824,6.6153556,3
-94.7399611,39.644718,1
-6.2072498,54.7195338,3
23.8218079,38.0135829,1
-74.4056612,40.0583238,15
10.9999233,43.9004209,1
150.7129488,-33.612932,1
-118.7378669,34.1430611,1
-118.7616764,34.1533395,3
9.350906,45.5767892,1
8.9145642,45.9686348,1
78.0080745,27.1766701,1
13.5765475,37.3110897,3
14.9912195,40.3486827,2
-67.1540698,18.4274454,3
-9.2987849,38.7680374,1
-116.8651224,33.442702,4
-109.5489617,31.3277755,1
-8.6564621,42.0378619,1
-102.2915677,21.8852562,2
-1.5827678,37.4117554,1
2.8458672,42.393654,1
-2.388785,42.8493348,2
7.0150057,52.0825322,3
174.7633315,-36.8484597,259
-114.673429,52.340985,1
7.8973228,51.7600942,4
7.9422444,51.80514,1
74.7495916,19.0952075,1
72.5342196,22.9927953,1
72.5713621,23.022505,7
72.5680712,23.0236546,1
10.2378854,53.6764136,2
-122.197743,37.4613272,2
-119.726218,37.3651749,1
-111.9839965,33.3426673,2
-106.6055534,35.0853336,336
-157.9255357,21.386338,5
-2.924288,53.367285,1
-81.7195533,33.5604168,13
149.1448231,-35.2626801,2
134.5548438,34.0702703,1
-114.0143635,51.2917005,8
-3.962566,55.866267,2
100.2782329,5.402693,1
144.88147,-37.725616,1
-105.320266,55.086192,5
-93.7102493,46.5330129,2
23.724558,46.3086633,1
4.95717,43.789645,2
5.447427,43.529742,1
5.4450519,43.516826,2
92.7176389,23.727107,1
8.738635,41.919229,1
-79.0203732,43.8508553,13
74.6399163,26.4498954,1
-112.8607099,32.3717248,1
73.7448437,15.5809248,1
172.9682621,-43.8036657,2
-161.231216,60.902474,1
139.3535483,35.7057552,1
5.8341466,53.0493736,1
150.074945,-36.3434965,1
0.0443217,6.2668028,1
18.409782,45.3099969,10
-81.5190053,41.0814447,70
-76.2021742,40.1567616,3
34.0297,38.368626,1
80.6132646,7.3689991,1
5.2057909,7.2571325,2
-18.1261693,65.6884921,1
-86.8060886,33.1807213,1
-78.3908559,43.0964478,1
-86.0455285,34.0223194,1
-86.8163773,33.2442813,7
-0.4906855,38.3459963,72
-82.4944226,29.7938144,2
55.8023118,24.1301619,2
-84.1008843,9.8992594,1
-122.2416355,37.7652065,58
-122.032184,37.8502032,6
-105.960265,32.8995325,11
-105.8700214,37.4694491,4
-108.941309,27.0254869,1
-89.1172883,35.7847949,1
-98.1230638,26.1836854,1
-84.3879824,33.7489954,294
-119.4179324,36.778261,136
3.3918106,6.5909029,1
76.3388484,9.4980667,1
-0.4598461,39.4563374,2
103.819836,1.352083,4
-149.4936733,64.2008413,4
8.1811741,44.014336,1
13.3412036,41.7252936,1
-1.8585424,38.994349,17
-1.8437505,38.9919815,1
8.0356911,44.7009153,6
20.168331,41.153332,1
12.6589426,41.7284572,2
12.6733009,41.7449511,1
-73.7562317,42.6525793,47
-122.2977475,37.88687,23
152.9658672,-27.344694,1
-84.155741,31.5785074,13
-90.5823138,30.5043578,1
-94.5700048,45.6299647,1
174.6983128,-36.725942,1
-123.1059282,44.6365107,26
117.8847286,-35.0238227,6
9.1880262,45.8029324,1
8.1362987,47.5946573,1
-80.2000578,35.3501426,2
-8.4796655,40.6894236,1
12.6557312,50.5492262,1
9.2835032,54.1465413,2
-114.3535319,53.6754391,1
-93.3686555,43.6478006,1
-74.4518188,40.4862157,1
-64.0648274,46.8131294,2
144.9540662,-37.8412071,2
10.1635535,49.7679555,1
12.5683371,55.6760968,61
12.357064,55.659616,2
-77.81887,35.1142837,1
-86.2088669,34.2675937,4
-93.6687657,45.2312337,2
-92.811307,41.0300078,1
-88.0561465,38.3775484,2
-85.4244241,41.3956043,1
-92.9900403,42.1123909,1
-84.7530304,42.243097,4
-78.1936319,43.2464477,3
150.7757075,-34.5707275,1
-80.3664542,41.8906112,1
153.0416538,-27.430283,1
8.5119763,44.3347675,1
8.5194863,44.3312657,1
8.5012243,44.3263602,1
4.6702024,51.8703366,1
11.9567522,55.0385175,1
-3.6543577,37.2283225,1
-0.3510141,39.4989552,1
-92.5760257,46.972996,1
-75.6010222,41.0145319,2
9.0234259,48.2137038,3
-8.2478796,37.0890719,5
-106.6691676,35.2049963,1
-106.6342882,35.0993576,1
-7.0000241,39.2192059,1
-75.6029654,40.5109298,4
146.9164693,-36.0807785,18
-9.4098825,38.7331569,1
-5.8418054,37.3396769,1
-3.3635421,40.4819791,6
12.9686255,37.9783947,1
0.535904,40.5696843,1
-1.2193422,37.9695167,1
-1.867605,52.215311,1
-3.6372245,40.5372512,7
-80.2152257,33.7505561,1
-0.262374,52.365912,1
-3.8278443,40.3468454,2
-7.4730776,37.4699785,1
1.1709847,41.262476,1
-0.4810937,38.6987066,3
3.1240239,39.8532672,1
-0.461541,39.4650646,2
-98.4683997,40.8691794,1
-75.2879631,39.9215013,2
-1.62053,51.479233,1
1.600446,52.155357,1
-6.8511814,40.3151253,1
-0.3527835,51.6714272,1
6.2871221,50.8948824,1
-78.4919671,42.9000596,2
-122.470667,49.0580516,8
-2.237216,53.301554,1
-0.7557509,51.248366,4
138.735877,-35.0151752,2
-1.9142056,52.6110324,2
-90.7493063,41.1997568,1
-97.6022471,32.6959643,3
21.7183695,43.5409901,1
2.2940817,41.4919653,1
-9.0140033,39.0577004,2
8.6116796,44.9072727,10
8.6399975,44.6326673,1
-92.4412674,34.6295373,1
-85.9538532,32.944012,1
-103.642698,47.8430756,1
169.372381,-45.232815,5
153.106368,-26.668593,3
153.220953,-27.5219805,1
29.9187387,31.2000924,4
26.4105364,-33.6468551,1
27.2533491,31.3372074,1
-77.0469214,38.8048355,127
-85.675809,40.2628184,2
-84.3879946,38.9595078,1
-92.4451371,31.3112936,7
31.3317394,30.0991822,1
-95.3776663,45.8848164,3
-71.7928579,43.6114624,1
151.2000103,-33.9018818,1
-82.6123872,40.0889523,1
-4.5789271,55.9887061,1
-1.7502311,42.1772977,1
-0.100481,38.575398,2
-45.9481612,-21.4261129,1
0.0776902,53.2780179,1
-2.704753,57.233323,3
2.0057189,41.5182564,1
-9.2048984,38.7604676,1
-77.7905509,42.2542366,1
-74.8803744,45.5586094,1
-1.382256,53.09745,2
7.0107023,50.7380266,3
-5.456233,36.1407591,5
-0.4337304,39.1925693,1
3.0587927,36.7537703,3
1.659626,28.033886,1
7.4726131,9.0630479,1
9.9695724,52.2525253,1
8.3192949,40.5579517,1
-94.233019,43.0699663,1
-122.2520647,47.2789896,1
-88.2942493,42.1655801,8
-3.0094683,43.3506635,4
-9.0975,38.6410676,1
-118.1270146,34.095287,11
-9.009137,38.9273718,1
-9.0058867,38.6407724,1
-0.4897437,38.33972,1
-0.641322,38.4394208,1
-0.5235222,38.3919788,1
-0.4111224,38.3629792,1
-0.7642776,37.8432774,1
8.076755,45.3702017,1
133.8806114,-23.7002104,4
-98.0697249,27.7522487,1
3.238251,6.5466094,1
-80.2621852,40.615537,2
-117.7256083,33.5676842,12
-7.0243067,37.2665858,1
10.6171629,53.1691991,1
50.1881771,26.2809167,1
50.2064183,26.2742785,1
50.1971381,26.2171906,1
4.7533754,52.6323813,12
4.796193,52.656464,1
81.846311,25.4358011,1
-85.8553031,42.5291989,7
-78.4941887,42.0900647,2
-85.9540218,42.9721861,4
-74.129032,41.0414857,2
8.8229517,50.6777768,1
-84.7677394,41.9569915,1
-83.2110375,42.2575385,2
-105.5255549,40.1944294,1
-71.4047652,43.1577859,1
-84.8521686,35.4350716,1
-96.6705503,33.1031744,15
-75.4901833,40.6084305,35
8.5569483,47.1642535,1
-76.8982974,41.1075825,1
12.3223097,55.8656692,1
11.5970726,48.4311846,1
-86.5094315,33.9120429,1
-102.8702006,42.0930235,2
-81.1059309,40.9153362,9
-77.5813025,43.138472,1
14.7961808,55.2482762,1
-79.9592134,40.5594832,5
-79.8691544,44.1539514,3
7.5433615,47.5528925,1
-71.1337112,42.3539038,8
5.5953508,52.5279781,1
-94.2218752,35.4778653,2
0.4419828,41.7286912,1
-90.911258,44.4371839,1
-9.1651047,38.6765238,9
-9.1241771,38.6221944,7
-9.3451171,38.9306744,6
-8.7691429,37.0964824,11
-82.4623557,31.5393701,2
-88.9092242,38.7217147,1
-84.6597274,43.3789199,4
-8.0299451,37.0876993,1
78.4229392,45.0119227,1
-98.4842465,39.011902,6
81.0187482,46.1993772,1
51.4435251,51.2402007,1
76.8512485,43.2220146,2
6.6684919,52.3670267,8
6.5016411,52.4387814,1
-99.707058,39.8922294,1
-6.4058423,38.6914575,1
9.5807014,45.7410006,1
9.5991235,45.7509683,1
5.2647016,52.3507849,6
-2.4637136,36.834047,20
7.3130762,45.7349551,10
-76.1940598,45.2255655,9
-1.706299,55.412744,4
-122.8670454,45.4942838,29
-122.8047472,45.5171395,1
100.3678178,6.1248,2
100.3697222,6.1147222,2
-84.2940899,34.0753762,45
-4.031169,40.6621635,3
-83.4327528,45.0616794,5
6.5120144,51.5755955,1
4.6688508,52.1276577,5
145.0306948,-37.7810539,1
7.523704,45.0929488,2
-116.7664109,32.8350521,6
-73.9312478,40.9559316,2
-103.6610115,30.3584919,3
-1.165786,51.090113,1
6.1648392,50.8715885,3
-123.5970325,44.3818831,1
-87.7386619,41.6689223,3
-2.4034644,54.7833833,1
153.4391633,-28.8414523,2
-118.1313188,34.190162,12
-64.4347411,-31.6571044,1
-95.3041656,42.6749812,1
-96.4642419,29.5692981,1
-117.5981086,34.1222317,6
-74.0337382,42.7006324,4
-81.3656242,28.6611089,20
-88.7481108,39.061988,2
-95.2971928,37.1903448,1
16.5527874,40.8253924,3
8.9955816,48.6302345,1
11.3564834,49.3856621,3
-0.0450666,38.6029075,3
12.4366572,50.9931202,2
9.049887,51.6509831,1
10.1058989,54.389608,1
7.6365792,50.6841495,1
13.4225473,47.3790607,2
8.6060633,48.5883792,1
8.5029595,49.2984042,1
-85.3826401,42.8550181,2
9.8745558,53.57916,2
-90.1645637,41.1147593,2
144.8302461,-37.8694706,2
-0.973177,51.150719,6
-90.1842764,38.8906038,9
-91.3993039,36.6942252,1
-80.0687299,43.8603528,1
-93.4750836,41.6435514,4
-78.3947359,40.5186809,17
-91.4432148,44.8046825,2
-89.3175879,37.5703276,1
-2.3480274,53.3783673,1
-2.3488983,53.3869046,1
8.494974,49.4314361,1
-99.3340442,34.637765,4
-81.810532,38.2881186,2
-97.2116782,32.4065312,3
-9.0397427,38.9022048,3
-78.8569332,40.6303416,1
-81.8623376,42.8190869,1
-95.2441009,29.4238472,15
-121.9761384,37.4261669,1
-7.9919301,38.2558735,1
9.7241189,45.7293987,1
8.1171135,49.7462012,2
-9.2245474,38.7577603,22
-9.2066078,38.7968176,5
-72.1436884,40.9737117,1
14.6026805,40.6340026,2
-91.8781829,41.8025421,1
-82.7443367,39.649508,1
16.0730192,39.1357969,1
-8.0826488,41.2696357,1
-101.8312969,35.2219971,43
149.1227682,-35.1730131,1
5.3096648,50.5482792,1
11.8633445,49.4403198,2
172.7300766,-43.1564191,1
-75.2215651,40.1545535,8
-2.961333,54.428736,1
-89.3287061,41.7141997,1
-94.1566258,43.8880148,1
-122.446487,45.9101124,1
-80.22506,40.5892339,1
6.6395438,52.2707575,1
-84.2177136,39.0283966,4
5.9792472,51.4362036,1
-47.3335688,-22.7378463,2
-122.2608044,38.1749178,4
-111.7957645,40.3768954,4
-84.2326876,32.0723861,7
5.4582069,52.1463602,1
5.3878266,52.1561113,17
-0.607241,51.6755179,3
-1.7629783,51.1679201,1
-70.9300376,42.8583925,4
-93.6319131,42.0307812,27
22.3781527,38.5276679,1
-83.1086977,42.1013779,3
-72.5198537,42.3732216,22
-71.6253487,42.8614748,9
-78.7914222,42.9756133,15
-64.2167206,45.816667,2
-82.2223774,41.3978217,2
-76.650818,44.223329,2
-79.0514134,37.5851412,3
2.295753,49.894067,3
-90.5089815,30.7265747,1
-93.4610173,34.2648201,1
-73.398178,40.6634339,1
-73.4170673,40.6789893,3
35.9456951,31.9565783,9
-3.988459,51.792888,1
8.9682176,48.554974,1
10.2209,53.70643,1
-9.1345466,38.6201484,2
-88.488099,33.9842768,1
101.7637775,3.1211826,2
101.7624521,3.149099,5
0.5801695,40.7067997,1
71.2220832,21.6031774,1
9.3002409,47.5449717,1
74.8722642,31.6339793,1
13.0732639,48.51407,1
4.870087,52.3114207,14
4.9428803,52.3660904,2
4.8879575,52.4205795,3
4.9026042,52.3448382,2
4.8492654,52.3089739,1
4.8951679,52.3702157,228
-58.4287835,-34.7263731,1
174.6944688,-36.9081812,1
4.9308581,52.3929717,1
-74.190356,42.9377453,2
4.9662103,52.395728,4
4.9704668,52.3103172,1
4.9082811,52.3474444,1
9.8740987,48.5761698,1
13.0108691,50.7342313,1
-3.0013109,43.0518654,1
-112.9478359,46.1262998,1
-122.6126718,48.5126045,18
-98.2436625,35.072562,1
21.824312,39.074208,2
-117.9145036,33.8352932,29
-117.7490656,33.8508021,3
-94.6826961,29.7730001,4
-91.2851594,42.1083371,1
72.928871,22.5645175,1
77.6005911,14.6818877,1
-79.9872835,43.2177791,11
-151.8313889,59.7766667,1
-71.3570091,46.8063093,2
0.176464,48.368124,1
13.518915,43.6158299,13
11.8528965,43.1331559,1
13.6249753,43.4912425,1
-73.5913235,42.0180891,1
11.0024073,46.1641373,1
-74.9705585,40.0668895,1
17.0334024,47.7779653,1
-1.102449,44.743536,1
-82.6501332,34.5034394,11
-122.2977815,40.448208,9
-85.6802541,40.1053196,7
-94.44355,36.650627,1
-84.0369153,36.1986395,1
48.3489356,32.4538139,1
-2.021197,43.2186367,1
1.5218355,42.5063174,9
-1.4919233,51.2111975,11
-97.1364294,37.7139041,4
-71.1367953,42.6583356,12
-93.2913405,45.2332984,6
-116.2125284,33.6501772,1
-71.8234138,43.4370198,1
-74.7295522,41.0155479,2
-76.8836261,38.7965203,3
-85.6016458,40.8625448,1
-79.5608971,33.451278,2
-102.5457155,32.3187158,3
16.2966406,41.2272519,3
103.91716,52.5155702,1
120.5887029,15.1449853,6
-105.2850091,36.3930879,2
-78.0158388,42.3067345,1
-120.5385299,38.0677832,3
15.19746,47.9573,1
-0.563166,47.478419,4
12.0521585,43.540118,1
-78.7391813,35.5071044,1
144.1887836,-38.4049149,1
-4.3105778,53.2556944,3
-95.4318847,29.16941,5
-0.483919,50.829189,1
-84.9994088,41.6347726,1
-79.0278156,42.6383925,2
121.1767658,14.5457372,1
-27.2293969,38.6635375,2
-44.3157591,-23.0057347,1
-2.7636693,42.262823,1
12.2715458,42.0914786,1
-2.9124057,56.6979538,1
-79.8338761,44.3258803,1
-79.8884555,44.3255513,2
-122.4499796,38.5757402,4
108.1872176,32.3595728,1
32.8804576,39.974234,2
32.842107,39.956116,1
32.8597419,39.9333635,55
32.8554377,39.8998052,1
31.380664,30.1094933,1
-93.6001278,41.7317884,6
73.0151984,21.6264236,1
6.6980796,53.0430181,1
-89.2470282,37.4603274,1
-77.1963703,38.8303905,21
-74.881278,40.6409347,3
151.1706037,-33.8812674,5
-73.9095279,42.0218762,2
-84.1727231,40.3944932,1
-76.4921829,38.9784453,16
-83.7430378,42.2808256,176
-96.5485991,33.3490011,1
6.129384,45.899247,2
6.234158,46.193253,2
6.2304879,46.2002607,1
153.0317106,-27.5114511,2
-85.8316318,33.6598257,7
4.667349,45.239403,1
-76.5152443,40.3295359,5
-93.3871758,45.1977428,10
-113.5484,53.260076,1
6.4617379,51.2765012,1
-88.0956396,42.4772418,10
126.8308848,37.3218778,1
10.5719357,49.3004246,2
-73.0789969,41.3462078,4
-69.8892408,44.7983618,1
30.7133233,36.8968908,1
-121.3644216,38.7166871,7
-104.4582863,48.6897493,1
-4.5593676,37.020001,1
-95.8666772,42.3883232,1
-82.1116645,29.2894703,1
7.127179,43.585069,1
-61.9928025,45.6226605,3
-89.1523353,45.140245,1
-121.805789,38.0049214,10
-85.7169264,35.8572885,10
121.0260962,14.5716272,1
121.1244847,14.6254827,3
-95.6202476,34.231212,2
-70.3975022,-23.6509279,1
-90.4656776,38.3625546,1
2.3077317,48.7620062,1
-71.9389194,43.0308557,1
4.4024643,51.2194475,23
4.3997663,51.2212393,1
114.392393,36.097577,1
126.9568209,37.3942527,2
-73.9051746,40.6061616,1
-71.3824374,42.4072107,3
-94.6858998,46.729553,5
-88.7878678,43.7844397,1
15.8049558,48.108077,1
-111.036765,56.448899,2
1.864336,46.267547,1
12.6197253,41.4495955,1
11.1927492,44.5461898,1
-111.5495777,33.4150485,7
-76.1546504,42.0695189,2
5.9699231,52.211157,10
-78.8502856,35.732652,36
-81.78742,27.9506882,1
-171.7513551,-13.8506958,2
7.3089527,50.118346,4
-74.0059413,40.7127837,16
6.684338,49.985679,1
-86.902298,32.3182314,2
11.5155495,51.0260095,1
-82.4075935,27.7730836,1
-79.5664333,40.5814546,2
-81.5322149,28.6934076,14
126.9654442,37.5384272,1
-82.7818275,36.9067631,1
13.6579509,42.8992675,1
6.8544218,53.3206783,1
-2.489614,54.578302,1
-1.532488,52.687297,1
-81.8393038,40.7517229,2
-88.4153847,44.2619309,38
-94.0293867,38.1905819,1
-96.0244443,45.1991667,1
-121.2711843,45.8117886,1
-117.1858759,34.5008311,16
-93.21772,44.7319094,20
12.6560314,41.5944018,1
-121.8994016,36.9771729,17
-72.6270382,40.9445438,1
13.3687199,45.7681691,1
-86.4958219,34.3181497,6
-37.0730823,-10.9472468,3
21.3122677,46.1865606,5
-16.4214477,28.3385856,2
-99.1074294,19.5102801,1
-85.0560579,34.0456549,1
-5.5434222,37.2593351,1
49.7013486,34.0953553,1
-3.6902166,41.6692282,2
-102.346916,20.705519,1
-3.6040527,40.0305018,3
-97.1499898,27.9094677,2
-48.1786486,-21.7848272,2
-47.3798391,-22.3604911,1
100.2698471,6.429708,1
-8.6522166,40.2817719,2
9.4268301,47.5140905,1
-89.6634802,45.9205077,2
-79.8175568,38.4353962,1
-2.591543,56.559107,3
-122.0577477,39.0173963,3
8.6008037,39.5281843,1
-118.0353449,34.1397292,15
-81.8584164,27.2158826,3
-86.0216521,40.1758704,1
-95.0461023,42.0872073,1
-92.920158,32.5490406,1
-124.0828396,40.8665166,20
-75.5368521,41.4948038,3
-79.9719831,35.914581,1
-1.3011431,38.1167735,1
-82.5189969,29.5299677,3
11.2186396,44.5967607,1
10.8855763,45.9178609,1
-113.3002844,43.6365693,1
-88.3064367,39.684755,1
8.8480238,45.5408943,1
9.326543,45.6269249,3
-8.4192213,41.8458289,1
-37.0585205,-8.4176445,1
-85.148031,73.037575,1
11.535509,45.5006119,1
12.5432586,41.6079691,2
-93.1566112,45.0502435,7
-74.1487891,41.2748578,1
-82.5166982,35.4661613,5
-97.1436254,34.1742611,5
-75.2854622,40.0067785,5
-4.81182,55.643889,1
115.8332074,-32.0213093,2
6.8076528,50.4146373,1
8.7724499,58.4617568,2
2.5508683,41.5797073,1
2.5408414,41.6093683,2
8.6860167,44.4058612,1
