name,type_of_meteorite,mass_g,fell_found,year,database,coordinate_1,coordinates_2,cartodb_id,created_at,updated_at,year_date,long,lat,geojson
Belize Barrier Reef Reserve System,Natural,96300,fell,1996,http://whc.unesco.org/en/list/?&delisted=1,16.75,-87.05833333,764,56:02.8,11:51.9,1/1/1996,-87.05833333,16.75,{"type":"Point","coordinates":[-87.05833333,16.75]} 
Royal Palaces of Abomey,Cultural,47,fell,1985,http://whc.unesco.org/en/list/?&delisted=1,7.183333333,1.983333333,323,56:02.8,11:51.9,1/1/1985,1.983333333,7.183333333,{"type":"Point","coordinates":[1.983333333,7.183333333]} 
City of Potosí,Cultural,1,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,-19.58361,-65.75306,420,56:02.8,11:51.9,1/1/1987,-65.75306,-19.58361,{"type":"Point","coordinates":[-65.75306,-19.58361]} 
Jesuit Missions of the Chiquitos,Cultural,1,fell,1990,http://whc.unesco.org/en/list/?&delisted=1,-16,-60.5,529,56:02.8,11:51.9,1/1/1990,-60.5,-16,{"type":"Point","coordinates":[-60.5,-16]} 
Historic City of Sucre,Cultural,1,fell,1991,http://whc.unesco.org/en/list/?&delisted=1,-19.04306,-65.25917,566,56:02.8,11:51.9,1/1/1991,-65.25917,-19.04306,{"type":"Point","coordinates":[-65.25917,-19.04306]} 
Tiwanaku Spiritual and Political Centre of the Tiwanaku Culture,Cultural,1,fell,2000,http://whc.unesco.org/en/list/?&delisted=1,-16.55833333,-68.67778,567,56:02.8,11:51.9,1/1/2000,-68.67778,-16.55833333,{"type":"Point","coordinates":[-68.67778,-16.55833333]} 
Fuerte de Samaipata,Cultural,1,fell,1998,http://whc.unesco.org/en/list/?&delisted=1,-18.16666667,-63.81666667,883,56:02.8,11:51.9,1/1/1998,-63.81666667,-18.16666667,{"type":"Point","coordinates":[-63.81666667,-18.16666667]} 
Noel Kempff Mercado National Park,Natural,1523446,fell,2000,http://whc.unesco.org/en/list/?&delisted=1,-14.26667,-60.86667,967,56:02.8,11:51.9,1/1/2000,-60.86667,-14.26667,{"type":"Point","coordinates":[-60.86667,-14.26667]} 
Old Bridge Area of the Old City of Mostar,Cultural,7,fell,2005,http://whc.unesco.org/en/list/?&delisted=1,43.34812,17.81092,946,56:02.8,11:51.9,1/1/2005,17.81092,43.34812,{"type":"Point","coordinates":[17.81092,43.34812]} 
Mehmed Paša Sokolovi Bridge in Višegrad,Cultural,1,fell,2007,http://whc.unesco.org/en/list/?&delisted=1,43.78144444,19.288025,1260,56:02.8,11:51.9,1/1/2007,19.288025,43.78144444,{"type":"Point","coordinates":[19.288025,43.78144444]} 
Tsodilo,Cultural,4800,fell,2001,http://whc.unesco.org/en/list/?&delisted=1,-18.75,21.73333333,1021,56:02.8,11:51.9,1/1/2001,21.73333333,-18.75,{"type":"Point","coordinates":[21.73333333,-18.75]} 
Okavango Delta,Natural,2023590,fell,2014,http://whc.unesco.org/en/list/?&delisted=1,-19.28333333,22.9,1432,56:02.8,11:51.9,1/1/2014,22.9,-19.28333333,{"type":"Point","coordinates":[22.9,-19.28333333]} 
Historic Town of Ouro Preto,Cultural,1,fell,1980,http://whc.unesco.org/en/list/?&delisted=1,-20.38888889,-43.50555556,124,56:02.8,11:51.9,1/1/1980,-43.50555556,-20.38888889,{"type":"Point","coordinates":[-43.50555556,-20.38888889]} 
Historic Centre of the Town of Olinda,Cultural,120,fell,1982,http://whc.unesco.org/en/list/?&delisted=1,-8.013333333,-34.845,189,56:02.8,11:51.9,1/1/1982,-34.845,-8.013333333,{"type":"Point","coordinates":[-34.845,-8.013333333]} 
Historic Centre of Salvador de Bahia,Cultural,1,fell,1985,http://whc.unesco.org/en/list/?&delisted=1,-12.96666667,-38.5,309,56:02.8,11:51.9,1/1/1985,-38.5,-12.96666667,{"type":"Point","coordinates":[-38.5,-12.96666667]} 
Sanctuary of Bom Jesus do Congonhas,Cultural,2,fell,1985,http://whc.unesco.org/en/list/?&delisted=1,-20.49972222,-43.85777778,334,56:02.8,11:51.9,1/1/1985,-43.85777778,-20.49972222,{"type":"Point","coordinates":[-43.85777778,-20.49972222]} 
Iguaçu National Park,Natural,170086,fell,1986,http://whc.unesco.org/en/list/?&delisted=1,-25.68333,-54.43333,355,56:02.8,11:51.9,1/1/1986,-54.43333,-25.68333,{"type":"Point","coordinates":[-54.43333,-25.68333]} 
Brasilia,Cultural,11268,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,-15.78333,-47.9,445,56:02.8,11:51.9,1/1/1987,-47.9,-15.78333,{"type":"Point","coordinates":[-47.9,-15.78333]} 
Serra da Capivara National Park,Cultural,1,fell,1991,http://whc.unesco.org/en/list/?&delisted=1,-8.416666667,-42.33333333,606,56:02.8,11:51.9,1/1/1991,-42.33333333,-8.416666667,{"type":"Point","coordinates":[-42.33333333,-8.416666667]} 
Historic Centre of São Luís,Cultural,66,fell,1997,http://whc.unesco.org/en/list/?&delisted=1,-2.514166667,-44.3025,821,56:02.8,11:51.9,1/1/1997,-44.3025,-2.514166667,{"type":"Point","coordinates":[-44.3025,-2.514166667]} 
Historic Centre of the Town of Diamantina,Cultural,28,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,-18.23333333,-43.6,890,56:02.8,11:51.9,1/1/1999,-43.6,-18.23333333,{"type":"Point","coordinates":[-43.6,-18.23333333]} 
Discovery Coast Atlantic Forest Reserves,Natural,111930,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,-16.5,-39.25,892,56:02.8,11:51.9,1/1/1999,-39.25,-16.5,{"type":"Point","coordinates":[-39.25,-16.5]} 
Atlantic Forest SouthEast Reserves,Natural,468193,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,-24.16667,-48,893,56:02.8,11:51.9,1/1/1999,-48,-24.16667,{"type":"Point","coordinates":[-48,-24.16667]} 
Historic Centre of the Town of Goiás,Cultural,40,fell,2001,http://whc.unesco.org/en/list/?&delisted=1,-15.93328,-50.13336,993,56:02.8,11:51.9,1/1/2001,-50.13336,-15.93328,{"type":"Point","coordinates":[-50.13336,-15.93328]} 
Central Amazon Conservation Complex,Natural,5323018,fell,2000,http://whc.unesco.org/en/list/?&delisted=1,-2.333333333,-62.00833333,998,56:02.8,11:51.9,1/1/2000,-62.00833333,-2.333333333,{"type":"Point","coordinates":[-62.00833333,-2.333333333]} 
Pantanal Conservation Area,Natural,187818,fell,2000,http://whc.unesco.org/en/list/?&delisted=1,-17.71667,-57.38333,999,56:02.8,11:51.9,1/1/2000,-57.38333,-17.71667,{"type":"Point","coordinates":[-57.38333,-17.71667]} 
Brazilian Atlantic Islands Fernando de Noronha and Atol das Rocas Reserves,Natural,42270,fell,2001,http://whc.unesco.org/en/list/?&delisted=1,-3.857944444,-32.42511111,1000,56:02.8,11:51.9,1/1/2001,-32.42511111,-3.857944444,{"type":"Point","coordinates":[-32.42511111,-3.857944444]} 
Cerrado Protected Areas Chapada dos Veadeiros and Emas National Parks,Natural,367356,fell,2001,http://whc.unesco.org/en/list/?&delisted=1,-14.00569444,-47.68461111,1035,56:02.8,11:51.9,1/1/2001,-47.68461111,-14.00569444,{"type":"Point","coordinates":[-47.68461111,-14.00569444]} 
Rio de Janeiro Carioca Landscapes between the Mountain and the Sea,Cultural,7248,fell,2012,http://whc.unesco.org/en/list/?&delisted=1,-22.94777778,-43.29138889,1100,56:02.8,11:51.9,1/1/2012,-43.29138889,-22.94777778,{"type":"Point","coordinates":[-43.29138889,-22.94777778]} 
São Francisco Square in the Town of São Cristóvão,Cultural,3,fell,2010,http://whc.unesco.org/en/list/?&delisted=1,-11.01611111,-37.21,1272,56:02.8,11:51.9,1/1/2010,-37.21,-11.01611111,{"type":"Point","coordinates":[-37.21,-11.01611111]} 
Boyana Church,Cultural,1,fell,1979,http://whc.unesco.org/en/list/?&delisted=1,42.65,23.26666667,42,56:02.8,11:51.9,1/1/1979,23.26666667,42.65,{"type":"Point","coordinates":[23.26666667,42.65]} 
Madara Rider,Cultural,1,fell,1979,http://whc.unesco.org/en/list/?&delisted=1,43.3,27.15,43,56:02.8,11:51.9,1/1/1979,27.15,43.3,{"type":"Point","coordinates":[27.15,43.3]} 
Thracian Tomb of Kazanlak,Cultural,1,fell,1979,http://whc.unesco.org/en/list/?&delisted=1,42.61666667,25.4,44,56:02.8,11:51.9,1/1/1979,25.4,42.61666667,{"type":"Point","coordinates":[25.4,42.61666667]} 
RockHewn Churches of Ivanovo,Cultural,171,fell,1979,http://whc.unesco.org/en/list/?&delisted=1,43.71666667,25.96666667,45,56:02.8,11:51.9,1/1/1979,25.96666667,43.71666667,{"type":"Point","coordinates":[25.96666667,43.71666667]} 
Rila Monastery,Cultural,10,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,42.11666667,23.4,216,56:02.8,11:51.9,1/1/1983,23.4,42.11666667,{"type":"Point","coordinates":[23.4,42.11666667]} 
Ancient City of Nessebar,Cultural,27,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,42.65611,27.73,217,56:02.8,11:51.9,1/1/1983,27.73,42.65611,{"type":"Point","coordinates":[27.73,42.65611]} 
Srebarna Nature Reserve,Natural,638,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,44.11444,27.07806,219,56:02.8,11:51.9,1/1/1983,27.07806,44.11444,{"type":"Point","coordinates":[27.07806,44.11444]} 
Pirin National Park,Natural,38350,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,41.74272222,23.43047222,225,56:02.8,11:51.9,1/1/1983,23.43047222,41.74272222,{"type":"Point","coordinates":[23.43047222,41.74272222]} 
Thracian Tomb of Sveshtari,Cultural,647,fell,1985,http://whc.unesco.org/en/list/?&delisted=1,43.66667,26.66667,359,56:02.8,11:51.9,1/1/1985,26.66667,43.66667,{"type":"Point","coordinates":[26.66667,43.66667]} 
Ruins of Loropéni,Cultural,1,fell,2009,http://whc.unesco.org/en/list/?&delisted=1,10.25,-3.583333333,1225,56:02.8,11:51.9,1/1/2009,-3.583333333,10.25,{"type":"Point","coordinates":[-3.583333333,10.25]} 
Cidade Velha Historic Centre of Ribeira Grande,Cultural,209,fell,2009,http://whc.unesco.org/en/list/?&delisted=1,14.91513889,-23.60519444,1310,56:02.8,11:51.9,1/1/2009,-23.60519444,14.91513889,{"type":"Point","coordinates":[-23.60519444,14.91513889]} 
Angkor,Cultural,40100,fell,1992,http://whc.unesco.org/en/list/?&delisted=1,13.43333333,103.8333333,668,56:02.8,11:51.9,1/1/1992,103.8333333,13.43333333,{"type":"Point","coordinates":[103.8333333,13.43333333]} 
Temple of Preah Vihear,Cultural,154,fell,2008,http://whc.unesco.org/en/list/?&delisted=1,14.38833333,104.6838889,1224,56:02.8,11:51.9,1/1/2008,104.6838889,14.38833333,{"type":"Point","coordinates":[104.6838889,14.38833333]} 
Dja Faunal Reserve,Natural,526000,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,3,13,407,56:02.8,11:51.9,1/1/1987,13,3,{"type":"Point","coordinates":[13,3]} 
L’Anse aux Meadows National Historic Site,Cultural,8056,fell,1978,http://whc.unesco.org/en/list/?&delisted=1,51.46666667,-55.61666667,4,56:02.8,11:51.9,1/1/1978,-55.61666667,51.46666667,{"type":"Point","coordinates":[-55.61666667,51.46666667]} 
Nahanni National Park,Natural,476560,fell,1978,http://whc.unesco.org/en/list/?&delisted=1,61.54722222,-125.5894444,24,56:02.8,11:51.9,1/1/1978,-125.5894444,61.54722222,{"type":"Point","coordinates":[-125.5894444,61.54722222]} 
Dinosaur Provincial Park,Natural,7493,fell,1979,http://whc.unesco.org/en/list/?&delisted=1,50.76777778,-111.4922222,71,56:02.8,11:51.9,1/1/1979,-111.4922222,50.76777778,{"type":"Point","coordinates":[-111.4922222,50.76777778]} 
SUGUang Gwaay,Cultural,1,fell,1981,http://whc.unesco.org/en/list/?&delisted=1,52.095,-131.2202778,157,56:02.8,11:51.9,1/1/1981,-131.2202778,52.095,{"type":"Point","coordinates":[-131.2202778,52.095]} 
HeadSmashedIn Buffalo Jump,Cultural,4000,fell,1981,http://whc.unesco.org/en/list/?&delisted=1,49.74944444,-113.6238889,158,56:02.8,11:51.9,1/1/1981,-113.6238889,49.74944444,{"type":"Point","coordinates":[-113.6238889,49.74944444]} 
Wood Buffalo National Park,Natural,4480000,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,59.35833333,-112.2933333,256,56:02.8,11:51.9,1/1/1983,-112.2933333,59.35833333,{"type":"Point","coordinates":[-112.2933333,59.35833333]} 
Historic District of Old Québec,Cultural,135,fell,1985,http://whc.unesco.org/en/list/?&delisted=1,46.80944444,-71.21055556,300,56:02.8,11:51.9,1/1/1985,-71.21055556,46.80944444,{"type":"Point","coordinates":[-71.21055556,46.80944444]} 
Gros Morne National Park,Natural,180500,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,49.6125,-57.53138889,419,56:02.8,11:51.9,1/1/1987,-57.53138889,49.6125,{"type":"Point","coordinates":[-57.53138889,49.6125]} 
Miguasha National Park,Natural,87,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,48.105,-66.35305556,686,56:02.8,11:51.9,1/1/1999,-66.35305556,48.105,{"type":"Point","coordinates":[-66.35305556,48.105]} 
